DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,Mean_BMI,Median_BMI,Unmet_Need_Rate,Under5_Mortality_Rate,Skilled_Birth_Attendant_Rate,Stunted_Rate,URBAN_RURA
PE200000000350,2000,350,-14.155754,-71.214638,24.28,23.81,0,24.56,0,100,R
PE200000000351,2000,351,-14.352387,-71.149726,23.78,23.39,0,12.5,40,33.33,R
PE200000000352,2000,352,-14.146218,-71.372258,23.69,23.24,0,11.63,14.29,NaN,R
PE200000000354,2000,354,-14.335316,-71.692959,23.95,23.52,41.67,22.86,21.05,NaN,R
PE200000000355,2000,355,-15.331012,-71.064648,23.58,23.79,22.22,16.98,26.67,0,R
PE200000000356,2000,356,-14.603394,-71.468111,23.66,23.75,20,14.75,0,50,R
PE200000000357,2000,357,-12.666577,-73.028292,28.26,24.83,22.22,12.2,25,NaN,R
PE200000000358,2000,358,-12.416161,-72.96124,23.94,25.88,0,0,80,25,R
PE200000000359,2000,359,-13.022168,-72.62037,21.15,20.9,0,4.76,50,NaN,R
PE200000000362,2000,362,-13.113972,-72.638347,22.82,22.66,10,3.7,60,NaN,R
PE200000000363,2000,363,-13.707619,-71.971893,22.32,21.56,0,21.54,25,66.67,R
PE200000000364,2000,364,-13.039476,-71.770328,23.23,23,17.65,18.82,0,NaN,R
PE200000000365,2000,365,-13.634934,-71.612239,21.54,21.54,40,8.82,0,83.33,R
PE200000000367,2000,367,-13.841234,-71.602511,23.47,23.64,11.11,15,8.33,NaN,R
PE200000000368,2000,368,0,0,23.79,23.52,16.67,33.33,7.14,76.92,R
PE200000000369,2000,369,-12.78557,-74.960244,23.77,22.05,14.29,11.43,20,NaN,U
PE200000000370,2000,370,-12.794655,-74.970985,24.9,24.76,13.33,5.06,47.83,41.67,U
PE200000000371,2000,371,-12.797189,-74.9767,24.43,24.04,0,15.79,14.29,58.82,U
PE200000000372,2000,372,-12.786373,-74.96465,24.44,23.86,12.5,25.58,75,NaN,U
PE200000000373,2000,373,-12.785641,-74.966334,24.78,24.94,22.22,8.82,33.33,50,U
PE200000000374,2000,374,-12.776713,-74.987236,25.69,25.32,0,17.2,47.62,NaN,U
PE200000000375,2000,375,-12.391728,-74.873481,23.86,23.06,10,8.47,53.85,26.32,U
PE200000000377,2000,377,-12.423676,-74.910768,26.17,25.08,7.69,14.06,25,NaN,R
PE200000000378,2000,378,-12.356358,-75.092252,23.61,22.99,33.33,19.83,14.81,53.85,R
PE200000000379,2000,379,-12.571373,-74.530996,24.29,24.05,16.67,6.25,45.45,NaN,R
PE200000000382,2000,382,-13.012303,-74.935384,38.09,38.09,0,3.45,25,NaN,R
PE200000000384,2000,384,-13.035783,-75.130045,34.38,34.38,20,8.33,100,NaN,R
PE200000000385,2000,385,-13.779415,-75.25398,22.59,22.5,0,4.35,20,25,R
PE200000000386,2000,386,-12.401583,-75.024694,25.55,25.22,33.33,6.45,14.29,62.5,R
PE200000000387,2000,387,-12.334755,-74.712124,22.48,22.48,12.5,12.28,0,NaN,R
PE200000000388,2000,388,-12.453234,-74.71124,22.87,22.72,57.14,17.39,5.56,65,R
PE200000000389,2000,389,-12.308655,-74.800187,23.89,23.7,59.09,5.26,13.46,NaN,R
PE200000000390,2000,390,-12.614113,-74.90871,22.21,21.99,30,11.94,8.33,63.64,R
PE200000000391,2000,391,-12.350242,-75.103829,NaN,NaN,0,11.76,0,88.89,R
PE200000000392,2000,392,-12.149016,-74.826522,24.75,23.94,41.67,15,4.55,NaN,R
PE200000000393,2000,393,-12.039567,-74.978368,24.81,24.99,14.29,13.51,14.29,42.86,R
PE200000000394,2000,394,-12.201215,-74.705497,23.02,22.98,42.86,18.42,0,NaN,R
PE200000000395,2000,395,-12.560589,-74.595901,22.46,23.01,44.44,21.62,4.55,88.89,R
PE200000000396,2000,396,-12.55744,-74.565763,23.92,23.22,50,9.68,22.22,57.14,R
PE200000000397,2000,397,-12.763578,-74.432226,24.26,23.21,33.33,13.33,11.54,NaN,R
PE200000000399,2000,399,-12.762337,-74.535486,23.06,23.6,37.5,8.89,16.67,NaN,R
PE200000000400,2000,400,-12.816797,-74.484664,22.56,22.66,41.67,15.69,3.33,46.15,R
PE200000000401,2000,401,-12.669739,-74.702208,24.04,23.81,43.75,14.85,7.69,28.57,R
PE200000000402,2000,402,-12.74178,-74.568346,21.87,21.91,55.56,24.66,0,NaN,R
PE200000000404,2000,404,-12.890631,-74.708273,24.16,24.15,25,17.24,0,NaN,R
PE200000000405,2000,405,-12.986606,-74.362534,24.52,24.52,0,2.94,69.23,37.5,R
PE200000000406,2000,406,-13.098087,-74.419786,24.39,24.71,31.58,9,13.33,52.94,R
PE200000000407,2000,407,-12.641563,-75.286404,24.55,24.01,25,19.35,0,NaN,R
PE200000000409,2000,409,-12.678957,-74.901161,22.62,22.43,87.5,22.37,11.11,NaN,R
PE200000000410,2000,410,-12.338823,-74.718168,22.57,22.86,54.55,19.78,15,75,R
PE200000000412,2000,412,-12.729127,-74.972839,23.25,22.84,28.57,23.08,7.69,NaN,R
PE200000000413,2000,413,-12.835619,-74.763769,24.04,23.76,56.25,27.84,3.12,70.37,R
PE200000000414,2000,414,-13.134134,-75.50695,25.12,25.12,0,0,NaN,NaN,R
PE200000000415,2000,415,-13.148218,-75.553153,22.6,22.62,11.11,6.25,71.43,27.27,R
PE200000000416,2000,416,-13.379959,-75.422,24.13,21.94,0,20.45,25,33.33,R
PE200000000417,2000,417,-13.211035,-75.013981,22.92,22.67,0,10.53,NaN,NaN,R
PE200000000419,2000,419,-9.925179,-76.252485,25.6,24.22,0,6.45,83.33,NaN,U
PE200000000420,2000,420,-9.928089,-76.243328,23.17,22.34,0,4.76,100,0,U
PE200000000421,2000,421,-9.926873,-76.242214,22.96,23.14,0,10.26,71.43,50,U
PE200000000422,2000,422,-9.933298,-76.24711,25.51,25.07,15.38,2.56,83.33,NaN,U
PE200000000423,2000,423,-9.921119,-76.235691,23.62,22.64,0,15.79,66.67,37.5,U
PE200000000424,2000,424,-9.92012,-76.247545,25.37,24.78,0,14.29,88.89,NaN,U
PE200000000426,2000,426,-9.935861,-76.246319,26.65,25.6,22.22,0,100,14.29,U
PE200000000427,2000,427,-9.941879,-76.244745,26.89,26.99,0,5.71,62.5,NaN,U
PE200000000428,2000,428,-9.929143,-76.244565,22.58,22.16,16.67,5.41,77.78,14.29,U
PE200000000429,2000,429,-9.496192,-76.823799,24.45,23.63,33.33,9.68,37.5,NaN,U
PE200000000431,2000,431,-9.286338,-75.990113,26.49,26.02,9.09,7.14,75,0,U
PE200000000432,2000,432,-9.302045,-75.990243,25.08,23.56,8.33,10.42,70,NaN,U
PE200000000433,2000,433,-9.297723,-76.003855,24.02,22.57,6.25,0,100,20,U
PE200000000434,2000,434,-8.929141,-76.118825,27.86,27.51,20,3.7,50,NaN,U
PE200000000436,2000,436,-10.067786,-76.71722,26.25,26.18,25,4.55,50,80,R
PE200000000437,2000,437,-9.682795,-76.694468,22.66,22.99,16.67,20.45,22.22,NaN,R
PE200000000438,2000,438,-9.973647,-76.27892,24.69,24.91,0,3.23,60,0,R
PE200000000439,2000,439,-10.039534,-76.225306,26.52,29.16,0,0,60,NaN,R
PE200000000440,2000,440,-8.534182,-77.232516,23.03,22.64,26.67,7.45,10.34,57.89,R
PE200000000442,2000,442,-8.95209,-77.029791,22.46,22.81,46.67,14.95,7.69,NaN,R
PE200000000444,2000,444,-9.270299,-76.514244,22.48,22.17,36.36,13.92,18.75,NaN,R
PE200000000445,2000,445,-9.42358,-76.812495,22.88,23.47,30.77,8.54,16.67,80,R
PE200000000446,2000,446,-10.206381,-76.597656,22.59,22.06,70.59,17.52,0,75,R
PE200000000447,2000,447,-9.638298,-76.716312,22.33,22.35,66.67,17.5,0,NaN,R
PE200000000448,2000,448,-9.598551,-76.610651,23.22,23.47,80,9.62,10,80,R
PE200000000449,2000,449,-9.633754,-76.773845,24.36,24.47,28.57,9.09,0,NaN,R
PE200000000451,2000,451,-9.749831,-76.75185,22.88,23.21,45.45,12.2,0,58.33,R
PE200000000452,2000,452,-9.923439,-76.179975,24.56,24.12,0,6.93,63.16,NaN,R
PE200000000453,2000,453,-9.593455,-76.055909,23.63,22.87,5,3.81,17.39,22.22,R
PE200000000454,2000,454,-9.73065,-76.29007,NaN,NaN,33.33,10.34,21.43,NaN,R
PE200000000455,2000,455,-9.824509,-76.130183,26.11,26.5,11.11,8.16,12.5,0,R
PE200000000456,2000,456,-9.885431,-76.421473,23.41,24.18,30,15.05,12.5,100,R
PE200000000457,2000,457,-9.805562,-76.279873,28.95,28.95,27.27,13.1,9.52,NaN,R
PE200000000459,2000,459,-9.896293,-76.009368,25.18,24.98,63.64,3.17,0,NaN,R
PE200000000460,2000,460,-9.956828,-76.026742,22.98,22.6,25,20.29,7.69,69.23,R
PE200000000461,2000,461,-9.870189,-75.971475,24.28,23.15,8.33,10.45,5.26,53.33,R
PE200000000462,2000,462,-10.281655,-76.494699,22.68,22.8,33.33,11.59,0,NaN,R
PE200000000463,2000,463,-10.211203,-76.26044,23.81,23.57,0,10.71,13.33,50,R
PE200000000464,2000,464,-10.054426,-76.20589,23.6,23.3,0,6.45,0,NaN,R
PE200000000465,2000,465,-9.198009,-75.904877,24.85,23.91,36.84,12.99,8,48,R
PE200000000467,2000,467,-8.970725,-76.05301,24.44,24.89,9.52,16.16,27.78,NaN,R
PE200000000468,2000,468,-9.295144,-75.830435,24.86,25.58,25,7.78,16.67,53.85,R
PE200000000469,2000,469,-14.080576,-75.728814,24.04,22.13,33.33,4.44,91.67,30,U
PE200000000470,2000,470,-14.057482,-75.737023,25.45,24.7,9.09,0,100,NaN,U
PE200000000472,2000,472,-14.082399,-75.719397,28.64,30,0,0,100,0,U
PE200000000473,2000,473,-14.077462,-75.716376,28.81,26.98,20,3.85,60,NaN,U
PE200000000474,2000,474,-14.069457,-75.721036,24,22.78,11.11,0,85.71,0,U
PE200000000475,2000,475,-14.068172,-75.712272,25.06,23.76,0,0,66.67,NaN,U
PE200000000476,2000,476,-14.053787,-75.724461,24.74,24.01,0,5.56,60,20,U
PE200000000478,2000,478,-14.055346,-75.732726,26.28,25.24,0,5,100,NaN,U
PE200000000479,2000,479,-14.077271,-75.721363,22.94,21.97,0,0,100,0,U
PE200000000480,2000,480,-14.039333,-75.707667,26.73,26.53,0,7.32,100,NaN,U
PE200000000481,2000,481,-14.034368,-75.728417,25.89,23.74,20,3.57,88.89,16.67,U
PE200000000483,2000,483,-14.037308,-75.719207,23.41,23.82,0,2.86,100,NaN,U
PE200000000484,2000,484,-13.412811,-76.12444,26.29,26.75,7.69,2.82,87.5,0,U
PE200000000488,2000,488,-13.416644,-76.132991,25.09,25.4,8.33,6.15,85.71,NaN,U
PE200000000489,2000,489,-13.402102,-76.160504,26.19,25.55,0,6.9,75,NaN,U
PE200000000490,2000,490,-13.386705,-76.126652,23.91,22.71,0,0,100,NaN,U
PE200000000491,2000,491,-13.402425,-76.121596,25.84,26.16,0,0,87.5,30,U
PE200000000492,2000,492,-13.411913,-76.128131,26.9,26.65,6.67,6.45,75,23.08,U
PE200000000493,2000,493,-13.399571,-76.121439,25.8,24.23,0,4.35,100,NaN,U
PE200000000494,2000,494,-13.432161,-76.159872,26.38,23.8,17.65,6.67,62.5,25,U
PE200000000495,2000,495,-13.715356,-76.190595,24.18,23.46,0,3.7,100,NaN,U
PE200000000496,2000,496,-13.708381,-76.201413,24.07,23.52,0,0,100,NaN,U
PE200000000497,2000,497,-13.708646,-76.196682,25.51,25.13,0,3.33,85.71,0,U
PE200000000498,2000,498,-13.709331,-76.201274,29.98,30.02,6.67,10.42,87.5,NaN,U
PE200000000499,2000,499,-13.730668,-76.219043,28.43,26.82,16.67,2.5,77.78,11.11,U
PE200000000500,2000,500,-13.693629,-76.159349,29.44,27.26,0,12.5,71.43,NaN,U
PE200000000501,2000,501,-13.717258,-76.151463,26.61,25.28,0,6.06,100,9.09,U
PE200000000502,2000,502,-13.966937,-75.766824,25.29,24.62,11.11,13.33,77.78,38.89,U
PE200000000503,2000,503,-14.18933,-75.708243,25.17,23.39,0,5.41,86.67,NaN,U
PE200000000505,2000,505,-14.817643,-74.95168,25.87,26.18,6.67,7.69,66.67,NaN,U
PE200000000508,2000,508,-15.363935,-75.168474,27.54,27.54,0,0,100,NaN,U
PE200000000509,2000,509,-13.440801,-76.080479,24.76,24.83,7.14,0,45.45,4,R
PE200000000510,2000,510,-13.996991,-75.622509,24.88,24.32,0,0,66.67,NaN,R
PE200000000511,2000,511,-14.557225,-75.216929,24.98,24.37,0,8.7,100,30.77,R
PE200000000512,2000,512,-13.444102,-76.18666,25.72,25.84,0,3.39,81.82,14.29,R
PE200000000513,2000,513,-13.666047,-76.141129,23.57,23.68,0,0,100,NaN,R
PE200000000514,2000,514,-13.76029,-76.193134,25.35,23.6,0,7.69,83.33,28.57,R
PE200000000515,2000,515,-14.025815,-75.304585,26.16,26.16,0,11.43,42.86,NaN,R
PE200000000516,2000,516,-14.183914,-75.662553,23.95,23.33,20,13.95,87.5,0,R
PE200000000518,2000,518,-14.683472,-75.130529,27.85,27.93,15.38,6.06,76.92,NaN,R
PE200000000519,2000,519,-12.080973,-75.212203,26.41,24.97,20,12.82,0,12.5,U
PE200000000520,2000,520,-12.081225,-75.197792,25.09,24.23,7.69,0,100,NaN,U
PE200000000521,2000,521,-12.069919,-75.211279,24.49,24.41,0,0,72.73,25,U
PE200000000523,2000,523,-12.06438,-75.212947,25,24.94,7.14,5.36,91.67,NaN,U
PE200000000525,2000,525,-12.087708,-75.20304,23.14,23.47,0,2.78,50,NaN,U
PE200000000527,2000,527,-12.090735,-75.213958,24.91,24.86,0,18.42,50,0,U
PE200000000528,2000,528,-12.072385,-75.198185,24.03,23.22,13.33,13.33,0,NaN,U
PE200000000529,2000,529,-12.053461,-75.211621,26.82,25.8,0,7.02,40,50,U
PE200000000530,2000,530,-12.060575,-75.225578,24.75,25.21,0,11.76,35.71,NaN,U
PE200000000532,2000,532,-12.042547,-75.209482,24.93,23.96,0,7.41,46.67,36.36,U
PE200000000533,2000,533,-11.529311,-75.91241,27.81,28.94,0,0,66.67,NaN,U
PE200000000534,2000,534,-11.496042,-75.629103,24.77,23.12,0,3.23,57.14,30,U
PE200000000535,2000,535,-11.652826,-76.076312,23.89,23.85,12.5,5.71,40,NaN,U
PE200000000536,2000,536,-11.087254,-76.14814,24.52,24.75,0,8.33,100,100,U
PE200000000537,2000,537,-11.422913,-75.6829,25.65,25.69,0,4.08,42.86,41.67,U
PE200000000538,2000,538,-11.282115,-75.654155,26.17,25.77,0,6.67,66.67,NaN,U
PE200000000539,2000,539,-11.247237,-75.862529,25.91,23.89,25,6.9,66.67,NaN,U
PE200000000540,2000,540,-11.826084,-75.391957,26.16,26.28,0,3.03,33.33,NaN,U
PE200000000541,2000,541,-11.770965,-75.503639,25.6,25.54,5.56,8.33,69.23,13.33,U
PE200000000542,2000,542,-12.078211,-75.319689,22.45,22.39,33.33,25.81,50,50,U
PE200000000543,2000,543,-12.132208,-75.237513,23.66,23.18,0,14.29,33.33,NaN,U
PE200000000544,2000,544,-11.938155,-75.296973,24.91,24.97,0,11.76,37.5,50,U
PE200000000545,2000,545,-12.016218,-75.263732,24.48,24.56,0,0,42.86,NaN,U
PE200000000546,2000,546,-10.959497,-75.199878,25.16,25.26,0,0,0,0,U
PE200000000547,2000,547,-11.208701,-75.335791,25.36,23.56,0,6.45,75,0,U
PE200000000548,2000,548,-11.414923,-74.487345,25,24.97,11.76,9.59,38.89,NaN,U
PE200000000549,2000,549,-10.978863,-75.847385,23.59,22.46,0,22.73,60,50,R
PE200000000550,2000,550,-11.850136,-75.612018,23.75,22.45,0,3.85,40,NaN,R
PE200000000551,2000,551,-11.712538,-75.475096,23.56,23.16,33.33,25,50,80,R
PE200000000552,2000,552,-12.101918,-75.24536,23.87,23.07,10,8.89,16.67,33.33,R
PE200000000553,2000,553,-12.102866,-75.290057,23.34,23.02,0,3.7,57.14,NaN,R
PE200000000554,2000,554,-10.942698,-76.043436,24.58,23.77,7.69,14.93,18.18,35.29,R
PE200000000555,2000,555,-11.4152,-75.738638,25.2,25.02,0,13.33,80,NaN,R
PE200000000556,2000,556,-11.289224,-75.753103,23.5,22.95,7.69,5.56,27.27,25,R
PE200000000558,2000,558,-11.899302,-75.328395,25.65,24.57,0,3.33,66.67,NaN,R
PE200000000559,2000,559,-11.568227,-75.109719,23.25,23.5,4.76,10.42,6.98,39.13,R
PE200000000560,2000,560,-12.066377,-75.206806,24.62,24.38,5.26,15.05,46.15,NaN,R
PE200000000562,2000,562,-11.90495,-74.940426,23.88,24.53,22.22,11.59,0,72.73,R
PE200000000563,2000,563,-12.163137,-75.16751,23.95,23.14,0,8.16,20,NaN,R
PE200000000564,2000,564,-10.978652,-74.986431,23.56,23.15,8.33,13.64,27.27,46.67,R
PE200000000565,2000,565,-11.044617,-74.82284,24.89,24,5.56,15.62,19.23,NaN,R
PE200000000567,2000,567,-11.425485,-74.517596,23.29,21.93,4.17,6.5,13.89,38.46,R
PE200000000568,2000,568,-11.076615,-74.264091,27.2,27.2,0,3.12,22.22,NaN,R
PE200000000569,2000,569,-8.107405,-79.043122,28.83,28.18,0,7.14,85.71,0,U
PE200000000570,2000,570,-8.119931,-79.020144,27.98,27.56,0,9.43,75,NaN,U
PE200000000572,2000,572,-8.119173,-79.037397,25.05,25.47,0,0,50,0,U
PE200000000573,2000,573,-8.098649,-79.043178,27.99,28.38,0,5.41,100,NaN,U
PE200000000575,2000,575,-8.122206,-79.037433,22.86,23,11.11,6.25,50,NaN,U
PE200000000576,2000,576,-8.111023,-79.026142,25.92,25.56,0,0,100,0,U
PE200000000577,2000,577,-8.109255,-79.031009,25.37,25.14,0,0,100,0,U
PE200000000578,2000,578,-8.110912,-79.028261,25.05,24.11,9.09,0,75,NaN,U
PE200000000579,2000,579,-8.109322,-79.025148,25.72,24.53,0,8.33,100,NaN,U
PE200000000580,2000,580,-8.094047,-79.003181,24.81,24.91,22.22,3.33,62.5,NaN,U
PE200000000581,2000,581,-8.083375,-78.992585,23.34,23.62,16.67,14.71,33.33,22.22,U
PE200000000582,2000,582,-8.082082,-79.000267,27.05,26.43,0,5.66,57.14,0,U
PE200000000583,2000,583,-8.084767,-78.986566,26.18,25.08,11.11,9.09,80,NaN,U
PE200000000584,2000,584,-8.0864,-78.984809,26.77,24.66,0,13.51,71.43,11.11,U
PE200000000585,2000,585,-8.081074,-79.026556,24.68,25.04,21.43,9.09,90.91,NaN,U
PE200000000586,2000,586,-8.085386,-79.104291,25.22,25.84,25,0,100,0,U
PE200000000588,2000,588,-8.088737,-79.051732,25.25,23.72,0,0,33.33,NaN,U
PE200000000590,2000,590,-8.150863,-79.04776,24.13,22.48,0,3.85,50,NaN,U
PE200000000591,2000,591,-7.222457,-79.426064,26.27,25.93,0,4.94,73.91,7.69,U
PE200000000593,2000,593,-7.225709,-79.463272,25.33,25.13,0,0,100,NaN,U
PE200000000595,2000,595,-7.719927,-79.100671,26.74,26.66,0,7.69,100,NaN,U
PE200000000596,2000,596,-7.792407,-79.220075,27,26.3,14.29,12.9,100,0,U
PE200000000597,2000,597,-7.73728,-79.305233,23.24,22.26,0,8.11,54.55,31.25,U
PE200000000598,2000,598,-7.958377,-79.231333,26.27,26.36,0,12.5,75,NaN,U
PE200000000599,2000,599,-8.107711,-78.95678,30.33,29.77,20,0,66.67,0,U
PE200000000600,2000,600,-8.169847,-79.0089,26.39,26.93,0,7.69,100,NaN,U
PE200000000601,2000,601,-8.410236,-78.753431,28.03,28.31,10,2.56,28.57,0,U
PE200000000602,2000,602,-7.864066,-78.757495,21.78,21.78,20,4.35,20,0,U
PE200000000603,2000,603,-7.814469,-78.049508,27.37,26.88,0,11.11,33.33,NaN,U
PE200000000604,2000,604,-8.464971,-78.79374,25.38,24.33,0,2.27,80,25,R
PE200000000605,2000,605,-7.141627,-77.706724,25.12,23.62,33.33,3.85,41.67,NaN,R
PE200000000606,2000,606,-7.154156,-79.520673,27.38,26.37,0,3.23,80,9.09,R
PE200000000607,2000,607,-7.660713,-79.315007,26.39,26.5,0,11.84,28.57,60,R
PE200000000608,2000,608,-8.052428,-78.745012,28.33,26.84,0,0,66.67,NaN,R
PE200000000609,2000,609,-7.915666,-78.556173,25.19,24.42,14.29,9.52,22.22,25,R
PE200000000610,2000,610,-7.46083,-78.702333,23.89,24.41,25,8.33,5.26,NaN,R
PE200000000611,2000,611,-8.061672,-78.603188,24.91,24.24,13.33,10.64,41.67,60,R
PE200000000612,2000,612,-7.814712,-78.360484,23.26,23.26,50,0,0,50,R
PE200000000613,2000,613,-8.119857,-78.49525,24.01,24.21,0,7.69,33.33,NaN,R
PE200000000614,2000,614,-8.040578,-78.183586,25.7,24.13,17.65,10.53,4.55,22.22,R
PE200000000615,2000,615,-7.857984,-78.106482,24.76,25.15,10,4.41,4.17,NaN,R
PE200000000617,2000,617,-7.747635,-78.133961,22.58,22.17,50,11.69,3.33,87.5,R
PE200000000618,2000,618,-7.019666,-77.874953,24.61,24.24,8.33,5.97,9.09,NaN,R
PE200000000619,2000,619,-8.457975,-77.258911,22.48,22.36,12.5,11.63,0,64.29,R
PE200000000620,2000,620,-8.409394,-77.375189,23.84,24.32,44.44,16.51,7.69,NaN,R
PE200000000621,2000,621,-6.784075,-79.826267,25.81,26.42,0,9.62,45.45,14.29,U
PE200000000622,2000,622,-6.780941,-79.836507,26.18,26.43,9.09,0,83.33,0,U
PE200000000623,2000,623,-6.783226,-79.837497,24.21,22.16,14.29,5,50,NaN,U
PE200000000624,2000,624,-6.779293,-79.841282,22.93,23.54,20,0,80,0,U
PE200000000625,2000,625,-6.77645,-79.824574,27.01,28.36,0,7.32,60,NaN,U
PE200000000628,2000,628,-6.757436,-79.8391,26.13,25.31,8.33,4.62,33.33,NaN,U
PE200000000630,2000,630,-6.764022,-79.846739,23.11,23.57,14.29,0,75,NaN,U
PE200000000631,2000,631,-6.777608,-79.85406,24.86,25.66,0,4.35,100,0,U
PE200000000633,2000,633,-6.776303,-79.837437,25.77,24.31,8.33,4.35,85.71,NaN,U
PE200000000634,2000,634,-6.760634,-79.839601,25.45,25.25,12.5,0,20,0,U
PE200000000635,2000,635,-6.763802,-79.848258,26.07,25.42,11.11,13.51,100,NaN,U
PE200000000636,2000,636,-6.768286,-79.848763,26.93,26.89,12.5,0,85.71,15.38,U
PE200000000637,2000,637,-6.756346,-79.835118,25.4,24.56,33.33,5.26,57.14,9.09,U
PE200000000638,2000,638,-6.746739,-79.845679,24.88,24.78,11.11,7.5,50,NaN,U
PE200000000639,2000,639,-6.75372,-79.851138,27.57,25.61,25,0,50,0,U
PE200000000640,2000,640,-6.774174,-79.843705,26.41,22.66,14.29,0,33.33,NaN,U
PE200000000641,2000,641,-6.792399,-79.833194,25.52,25.39,0,0,66.67,14.29,U
PE200000000642,2000,642,-6.803182,-79.838838,24.81,23.12,10,7.27,76.92,25,U
PE200000000643,2000,643,-6.785613,-79.833814,27.72,25.61,18.18,4.55,33.33,NaN,U
PE200000000644,2000,644,-6.69664,-79.909615,28.66,24.35,15.38,3.85,35.29,28.57,U
PE200000000645,2000,645,-6.694067,-79.916948,24.94,23.69,10,0,40,NaN,U
PE200000000646,2000,646,-6.549789,-79.857708,25.82,25.17,0,0,100,25,U
PE200000000648,2000,648,-6.779196,-79.956165,27.93,25.82,25,9.16,40,NaN,U
PE200000000649,2000,649,-6.644522,-79.784525,25.33,23.93,12.5,9.21,75,13.33,U
PE200000000650,2000,650,-6.658192,-79.740229,26.12,26.18,0,5.88,33.33,NaN,U
PE200000000651,2000,651,-6.6529,-79.391322,26.4,22.5,20,12,33.33,25,U
PE200000000652,2000,652,-6.911944,-79.864262,26.85,25.94,40,11.76,44.44,12.5,U
PE200000000653,2000,653,-6.879057,-79.871059,27.41,26.24,40,6.67,16.67,NaN,U
PE200000000654,2000,654,-6.738623,-79.694105,26.69,25.78,5.88,2.94,54.55,20,U
PE200000000655,2000,655,-6.717108,-79.770913,25.75,24.46,0,3.33,50,NaN,U
PE200000000656,2000,656,-6.86405,-79.81771,25.69,24.33,0,1.85,66.67,30.77,U
PE200000000657,2000,657,-6.876387,-79.564649,25.77,25.91,16.67,16,16.67,0,U
PE200000000658,2000,658,-6.9168,-79.583288,27.8,27.74,33.33,18.75,60,NaN,U
PE200000000659,2000,659,-6.250115,-79.599892,23.84,23.24,20,8.89,33.33,42.86,R
PE200000000660,2000,660,-6.736513,-79.641934,26.35,24.88,7.14,4,71.43,NaN,R
PE200000000661,2000,661,-6.466131,-79.843754,26.1,26.08,23.53,1.47,38.89,43.48,R
PE200000000662,2000,662,-6.525433,-79.935073,26.85,26.26,29.03,12.07,27.78,20,R
PE200000000663,2000,663,-5.998668,-79.694058,24.92,23.84,25,6.76,50,NaN,R
PE200000000665,2000,665,-6.164336,-79.531765,26.66,26.04,0,1.64,25,NaN,R
PE200000000667,2000,667,-6.826554,-79.875678,27.36,27.76,50,6.96,8,69.23,R
PE200000000668,2000,668,-6.873749,-79.786206,25.87,24.68,22.22,12.5,21.43,NaN,R
PE200000000669,2000,669,-6.92702,-79.632482,26.09,24.76,0,9.68,33.33,66.67,R
PE200000000670,2000,670,-6.441376,-79.434055,23.36,23.34,16.67,0,25,NaN,R
PE200000000671,2000,671,-12.046907,-77.031197,24.96,24.82,0,5.56,100,0,U
PE200000000673,2000,673,-12.045002,-77.031685,24.95,24.07,0,0,100,NaN,U
PE200000000674,2000,674,-12.045033,-77.03593,23.87,21.48,20,0,100,0,U
PE200000000675,2000,675,-12.040986,-77.019947,26.89,25.8,0,0,71.43,NaN,U
PE200000000676,2000,676,-12.052068,-77.030959,22.09,21.93,0,9.09,100,0,U
PE200000000677,2000,677,-12.048644,-77.033908,29.4,28.24,0,0,100,0,U
PE200000000678,2000,678,-12.035691,-77.039677,22.92,22.5,66.67,0,100,NaN,U
PE200000000679,2000,679,-12.05872,-77.035407,29.08,27.37,0,4.55,80,0,U
PE200000000680,2000,680,-12.040753,-77.03489,24.34,24.06,0,4.76,100,NaN,U
PE200000000682,2000,682,-12.043157,-77.037438,27.08,26.84,0,20,100,18.18,U
PE200000000683,2000,683,-12.030595,-76.913601,25.28,24.84,0,14.81,60,NaN,U
PE200000000684,2000,684,-12.027888,-76.914254,26.68,26.81,9.09,7.69,88.89,0,U
PE200000000685,2000,685,-12.032723,-76.924942,26.53,26.04,0,10.34,0,NaN,U
PE200000000686,2000,686,-12.025699,-76.925905,26.44,26.76,10,0,40,0,U
PE200000000688,2000,688,-12.034376,-76.912238,22.58,21.35,0,0,50,NaN,U
PE200000000690,2000,690,-12.026636,-76.916005,25.18,24.87,0,6.25,45.45,NaN,U
PE200000000691,2000,691,-12.142606,-77.026577,26,25.49,0,0,75,0,U
PE200000000693,2000,693,-12.053613,-77.050245,25.71,27.32,0,0,100,NaN,U
PE200000000694,2000,694,-11.905427,-77.001274,26.2,24.41,18.18,5.41,75,20,U
PE200000000695,2000,695,-11.901411,-76.996252,26.46,27.27,10,5,76.92,NaN,U
PE200000000696,2000,696,-11.976707,-76.753599,23.27,23.53,0,0,66.67,33.33,U
PE200000000697,2000,697,-12.181566,-77.029283,27.11,26.38,0,0,100,0,U
